0;187
0;229
0;376
0;527
0;670
0;802
0;850
0;868
0;1053
0;1089
0;1346
1;14
1;198
1;786
1;874
1;1205
2;37
2;796
2;1050
2;1240
2;1442
3;516
3;1097
3;1206
3;1250
4;122
4;553
4;687
4;763
4;773
4;1064
4;1320
4;1363
4;1424
5;209
5;255
5;376
5;549
5;803
5;1210
5;1218
5;1397
5;1412
5;1434
6;16
6;241
6;259
6;608
6;763
6;1019
7;138
7;193
7;515
7;541
7;815
7;1034
7;1267
8;93
8;272
8;381
8;619
8;663
8;664
8;977
9;169
9;171
9;185
9;300
9;326
9;1200
9;1363
10;22
10;50
10;384
10;415
10;494
10;1036
11;37
11;98
11;196
11;574
11;721
11;939
11;957
12;22
12;258
12;791
12;908
12;957
12;1051
12;1380
13;614
13;615
13;747
13;912
13;1018
13;1237
13;1272
13;1458
14;453
14;544
14;710
15;215
15;392
15;699
15;819
15;888
15;980
15;1004
15;1086
15;1188
15;1199
15;1234
15;1319
15;1407
16;61
16;961
16;1249
16;1279
16;1314
16;1369
17;802
17;804
18;93
18;240
18;399
18;528
18;564
18;713
18;747
18;912
18;1032
18;1132
19;237
19;678
19;743
19;992
19;1013
19;1241
20;48
20;118
20;281
20;466
20;1250
20;1316
20;1373
21;252
21;485
21;499
21;647
21;746
21;921
21;1048
21;1097
21;1168
21;1171
21;1306
21;1428
22;16
22;68
22;352
22;451
22;574
22;575
22;699
22;723
22;1033
22;1164
22;1167
22;1486
23;183
23;200
23;299
23;495
23;822
23;934
23;1189
24;408
24;475
24;585
25;38
25;55
25;306
25;572
25;657
25;884
25;1050
26;304
26;383
26;389
26;397
26;572
27;424
27;544
27;1327
27;1383
28;193
28;360
28;1093
28;1197
28;1406
28;1493
29;311
29;372
29;817
29;1392
29;1473
30;1
30;259
30;357
30;549
30;1278
30;1320
31;80
31;218
31;556
31;630
31;854
31;993
31;1156
32;91
32;128
32;325
32;347
32;537
32;897
32;1007
32;1099
32;1342
33;201
33;502
33;770
33;837
33;953
33;987
33;1106
33;1183
34;22
34;653
34;783
34;1233
34;1458
35;22
35;412
35;485
35;504
35;734
35;1317
36;255
36;281
36;983
36;1016
36;1035
37;226
37;406
37;440
37;490
37;811
37;1225
38;73
38;561
38;864
38;880
38;1032
38;1097
38;1199
38;1230
38;1338
38;1455
38;1493
39;389
39;766
39;1031
39;1457
40;373
40;574
40;1158
40;1301
40;1428
41;16
41;156
41;227
41;291
41;408
41;528
41;587
41;863
41;1396
41;1473
42;19
42;357
42;516
42;587
42;598
42;649
42;758
42;1346
43;105
43;501
43;822
43;914
43;1203
43;1215
43;1240
44;169
44;276
44;466
44;763
44;997
44;1051
44;1133
44;1213
44;1238
45;320
45;672
45;945
45;1007
45;1046
45;1157
45;1265
46;21
46;120
46;404
46;465
46;869
46;1292
47;10
47;271
47;535
47;813
47;1120
47;1232
47;1276
47;1364
48;215
48;327
48;442
48;877
48;972
48;1112
48;1220
48;1238
49;773
49;843
49;1271
50;496
50;566
50;754
50;783
50;836
50;909
50;936
50;988
50;1144
50;1442
50;1447
51;44
51;171
51;323
51;565
51;1087
51;1408
52;183
52;264
52;684
52;1003
52;1090
52;1163
52;1310
52;1328
52;1437
52;1487
53;102
53;479
53;537
53;762
53;1136
53;1219
54;42
54;134
54;154
54;243
54;316
54;408
54;422
54;675
54;1143
55;5
55;101
55;122
55;130
55;681
55;1202
56;720
56;928
56;1009
57;69
57;83
57;155
57;455
57;514
57;520
57;774
57;827
57;1112
57;1305
58;161
58;385
58;441
58;576
58;765
58;1074
58;1375
59;484
59;740
59;802
59;1123
59;1242
60;237
60;272
60;306
60;492
60;818
61;127
61;167
61;355
61;427
61;933
61;1042
61;1418
61;1425
61;1443
62;306
62;542
62;651
62;717
62;810
62;1015
62;1129
62;1137
62;1159
62;1169
62;1210
62;1276
62;1454
63;88
63;154
63;157
63;409
63;717
63;915
63;1026
64;133
64;250
64;557
64;735
64;1286
64;1364
64;1374
65;287
65;1092
66;184
66;475
67;17
67;375
67;1104
67;1214
67;1246
67;1274
67;1300
67;1382
67;1397
68;47
68;419
68;467
68;506
68;508
68;794
68;928
68;1420
69;20
69;136
69;346
69;360
69;391
69;396
69;421
69;619
70;8
70;155
70;323
70;333
70;477
70;722
70;825
70;827
70;959
70;963
71;62
71;433
71;568
71;734
71;827
71;872
71;1006
71;1061
71;1330
71;1336
72;117
72;136
72;772
72;885
72;1167
72;1213
73;132
73;169
73;276
73;299
73;325
73;371
73;848
73;874
73;950
73;1187
73;1312
73;1424
74;25
74;1346
75;308
75;320
75;725
75;758
75;877
75;1038
