0	67
0	640
0	985
0	1060
0	1084
0	1453
0	1503
0	1517
1	84
1	154
1	324
1	867
1	1386
1	1694
2	149
2	282
2	411
2	500
2	634
2	1121
2	1159
2	1302
2	1314
2	1566
2	1771
2	1903
3	167
3	456
3	617
3	715
3	1250
3	1275
3	1636
3	1779
3	1787
4	50
4	153
4	168
4	195
4	235
4	263
4	328
4	457
4	476
4	612
4	968
4	1414
5	274
5	588
5	593
5	812
5	891
5	980
5	1057
6	118
6	719
6	1192
6	1440
6	1471
6	1501
6	1532
7	394
7	1586
8	308
8	461
8	700
8	738
8	851
8	1210
8	1440
8	1443
8	1489
8	1993
9	212
9	225
9	691
9	1250
9	1556
9	1878
9	1906
10	425
10	1100
10	1205
10	1349
10	1357
10	1443
11	10
11	605
11	641
11	666
11	902
11	957
11	1248
11	1701
11	1948
12	227
12	600
12	630
12	893
12	932
12	1117
12	1149
12	1154
12	1257
12	1265
12	1305
12	1468
12	1483
12	1504
12	1579
12	1622
12	1700
13	55
13	58
13	434
13	562
13	783
13	924
13	933
13	1061
13	1549
13	1659
13	1720
14	788
14	821
14	1047
14	1107
14	1313
14	1428
14	1865
15	176
15	184
15	1389
15	1679
15	1868
16	908
16	1401
16	1438
17	11
17	14
17	36
17	78
17	393
17	622
17	654
17	727
17	903
17	1058
17	1134
17	1219
17	1327
17	1365
17	1785
17	1851
18	135
18	175
18	226
18	470
18	677
18	735
18	959
18	1086
18	1187
18	1227
18	1284
18	1487
18	1569
18	1737
18	1815
18	1821
18	1864
18	1934
18	1964
19	75
19	158
19	280
19	292
19	530
19	698
19	707
19	925
19	1069
19	1152
19	1174
19	1775
19	1816
19	1962
20	58
20	61
20	293
20	689
20	755
20	812
20	874
20	920
20	1014
20	1054
20	1197
20	1360
20	1998
21	138
21	170
21	424
21	554
21	599
21	1158
21	1384
21	1596
22	352
22	915
22	1170
22	1178
22	1223
22	1336
22	1462
22	1565
22	1639
22	1659
22	1735
22	1750
22	1760
22	1940
22	1990
23	183
23	374
23	405
23	580
23	835
23	1189
23	1614
23	1669
23	1677
23	1760
24	139
24	338
24	578
24	759
24	845
24	922
24	976
24	1093
24	1355
24	1827
24	1955
24	1959
24	1961
25	57
25	63
25	241
25	243
25	666
25	943
25	1534
25	1544
25	1583
26	22
26	153
26	266
26	286
26	1120
26	1130
26	1175
26	1489
26	1747
26	1765
26	1924
26	1952
26	1955
27	16
27	164
27	235
27	455
27	542
27	686
27	702
27	892
27	1158
27	1995
28	49
28	176
28	187
28	639
28	1445
28	1761
29	8
29	264
29	575
29	866
29	874
29	1675
29	1848
29	1870
29	1993
30	270
30	402
30	545
30	710
30	933
30	1256
30	1479
31	52
31	296
31	355
31	369
31	443
31	465
31	504
31	770
31	779
31	1045
31	1258
31	1860
32	25
32	576
32	634
32	1139
32	1415
32	1589
32	1707
32	1744
33	189
33	710
33	822
33	941
33	1183
33	1373
33	1469
33	1537
33	1759
33	1923
33	1965
34	67
34	364
34	685
34	895
34	1146
34	1690
35	287
35	620
35	1184
35	1282
35	1425
35	1830
36	38
36	140
36	220
36	622
36	943
36	946
36	1161
36	1288
36	1298
36	1325
36	1483
36	1572
36	1918
36	1999
37	419
37	446
37	769
37	820
37	828
37	837
37	859
37	995
37	1084
38	75
38	213
38	431
38	603
38	907
38	1533
38	1584
38	1605
38	1744
39	102
39	253
39	287
39	318
39	795
39	920
39	1072
39	1212
39	1832
40	54
40	98
40	670
40	870
40	880
40	1195
40	1338
40	1618
40	1933
40	1943
41	474
41	658
41	734
41	1058
41	1273
42	209
42	212
42	399
42	442
42	565
42	619
42	888
42	1228
42	1292
42	1387
42	1645
43	1346
43	1539
43	1948
44	107
44	671
44	828
44	851
44	1172
44	1190
44	1254
44	1268
44	1301
44	1493
44	1950
45	5
45	92
45	500
45	557
45	687
45	906
45	977
45	1002
45	1106
45	1383
45	1432
45	1642
46	285
46	1237
46	1307
46	1525
46	1768
46	1794
46	1817
47	517
47	587
47	645
47	942
47	991
47	1083
47	1107
47	1187
47	1283
47	1592
47	1618
47	1864
47	1874
48	163
48	250
48	349
48	689
48	790
48	1069
48	1167
48	1341
48	1356
48	1575
48	1663
48	1664
48	1853
49	122
49	294
49	364
49	390
49	777
49	1014
49	1106
49	1179
49	1664
49	1793
50	821
50	906
50	1733
50	1758
50	1946
51	125
51	263
51	361
51	496
51	745
51	883
51	1168
51	1323
51	1596
51	1926
51	1941
52	84
52	173
52	272
52	305
52	549
52	792
52	843
52	1282
52	1421
52	1679
52	1693
52	1873
52	1964
53	268
53	494
53	636
53	1074
53	1080
53	1370
53	1391
53	1406
53	1624
53	1670
54	749
54	1076
54	1209
54	1491
54	1749
55	24
55	123
55	350
55	458
55	668
55	1058
55	1067
55	1227
55	1345
55	1563
55	1582
55	1774
55	1860
55	1943
56	112
56	147
56	191
56	345
56	433
56	538
56	603
56	991
56	1359
56	1414
56	1497
56	1888
56	1943
56	1963
57	564
57	741
57	822
57	926
57	1208
57	1613
57	1706
57	1743
57	1801
57	1824
57	1878
58	180
58	190
58	409
58	578
58	964
58	1012
58	1147
58	1162
58	1185
58	1913
58	1928
58	1935
58	1996
59	405
59	556
59	711
59	723
59	783
59	941
59	967
59	1136
59	1231
59	1919
59	1971
60	236
60	269
60	1708
60	1859
61	253
61	459
61	588
61	840
61	1067
61	1105
61	1173
61	1222
61	1474
61	1537
61	1702
62	182
62	978
62	1024
62	1123
62	1279
62	1280
62	1416
62	1444
62	1627
62	1688
62	1912
63	362
63	475
63	865
63	900
63	933
63	1266
63	1419
63	1568
63	1601
63	1604
64	744
64	935
64	1054
64	1230
64	1283
64	1346
64	1760
64	1848
64	1972
65	612
65	653
65	1067
65	1122
65	1470
65	1804
65	1869
65	1916
66	11
66	49
66	115
66	172
66	215
66	415
66	446
66	710
66	1165
66	1168
66	1305
66	1733
67	119
67	442
67	1215
67	1218
67	1330
67	1600
68	164
68	424
68	455
68	888
68	1049
68	1184
68	1362
68	1939
69	41
69	177
69	211
69	516
69	899
69	1147
69	1224
69	1247
69	1630
69	1977
69	1982
70	47
70	86
70	115
70	361
70	505
70	523
70	844
70	914
70	1392
70	1580
70	1639
70	1644
71	65
71	953
71	1000
71	1180
71	1500
71	1767
71	1839
71	1894
71	1988
72	176
72	237
72	485
72	489
72	502
72	875
72	930
72	1137
72	1195
72	1569
72	1799
73	64
73	78
73	79
73	106
73	238
73	809
73	895
73	1080
73	1315
73	1535
73	1805
73	1965
74	119
74	306
74	309
74	336
74	1278
74	1281
74	1310
74	1460
74	1805
74	1851
74	1880
75	93
75	225
75	368
75	459
75	743
75	1213
75	1775
76	43
76	155
76	169
76	368
76	692
76	716
76	1006
76	1015
76	1225
76	1581
76	1662
76	1807
76	1851
77	173
77	462
77	767
77	808
77	842
77	858
77	913
77	1570
77	1649
77	1680
78	281
78	399
78	429
78	824
78	1509
78	1976
79	94
79	225
79	426
79	475
79	791
79	1155
79	1267
79	1292
79	1663
80	415
80	572
80	622
80	631
80	848
80	850
80	958
80	1251
80	1796
80	1830
81	94
81	144
81	207
81	302
81	628
81	709
81	768
81	1134
81	1230
81	1401
81	1592
81	1754
82	177
82	300
82	797
82	899
82	980
82	1079
82	1241
82	1313
82	1642
82	1791
82	1812
82	1928
83	266
83	457
83	781
83	1396
83	1422
83	1462
83	1662
83	1663
83	1966
84	189
84	359
84	607
84	780
84	869
84	1657
85	338
85	363
85	487
85	631
85	660
85	665
85	1256
85	1906
86	16
86	151
86	379
86	453
86	520
86	573
86	647
86	926
86	975
86	998
86	1298
86	1468
86	1503
86	1569
86	1570
86	1614
86	1879
86	1915
87	450
87	850
87	914
87	951
87	1091
87	1268
87	1555
87	1653
88	5
88	35
88	158
88	490
88	840
88	936
88	993
88	1053
88	1248
88	1431
88	1441
88	1462
88	1484
88	1575
88	1812
89	12
89	492
89	577
89	785
89	1041
89	1214
89	1399
89	1534
89	1613
89	1796
89	1870
89	1934
90	590
90	693
90	1168
90	1490
90	1525
90	1601
90	1658
90	1814
90	1886
91	18
91	165
91	269
91	552
91	629
91	969
91	1246
91	1474
91	1477
91	1483
91	1665
91	1703
91	1724
91	1908
91	1935
92	424
92	481
92	531
92	926
92	1066
92	1311
92	1493
92	1690
92	1705
92	1735
92	1880
92	1891
92	1960
93	370
93	725
93	1434
93	1445
93	1480
93	1574
93	1837
94	5
94	102
94	296
94	603
94	1490
94	1522
94	1556
94	1829
94	1952
94	1968
95	581
95	599
95	722
95	764
95	1048
95	1092
95	1185
95	1310
95	1359
95	1741
95	1824
95	1955
96	446
96	665
96	1074
96	1240
96	1949
97	226
97	263
97	351
97	354
97	422
97	781
97	984
97	1326
97	1355
97	1437
97	1758
98	392
98	514
98	568
98	654
98	726
98	1021
98	1027
98	1915
99	64
99	195
99	615
99	889
99	1056
99	1201
99	1568
99	1781
99	1782
100	45
100	696
100	702
100	1103
100	1341
100	1491
100	1497
101	309
101	324
101	352
101	509
101	551
101	563
101	792
101	909
101	994
101	1153
101	1239
101	1529
101	1585
